Field1;photoID;photoTitle;photoUrl;photoAccur;photoTags;photoTagsC;photoComme;photoDateP;photoDateT;photoDescr;photoNotes;photoNot_1;photoMedia;photoMed_1;photoLicen;photoIsFam;photoIsFri;photoIsPri;photoLongi;photoLatit;userID;userName;userRealNa;userPhotoC;userPhotoF;userPhot_1;userLocati;userBuddyI;userIsPro;userIsAdmi;userContac;userPhotoS
3368;366834079;DSCF1471;http://www.flickr.com/photos/metaphorge/366834079/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - statues - quadriga - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org;16;1;23 Jan 2007 09:34:06 GMT;15 Jan 2007 22:17:01 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3369;366832733;DSCF1468;http://www.flickr.com/photos/metaphorge/366832733/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:31:31 GMT;15 Jan 2007 22:16:15 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3370;366835858;DSCF1475;http://www.flickr.com/photos/metaphorge/366835858/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;1;23 Jan 2007 09:37:46 GMT;15 Jan 2007 22:18:34 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3371;366836765;DSCF1478;http://www.flickr.com/photos/metaphorge/366836765/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:39:37 GMT;15 Jan 2007 22:21:06 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3372;366835053;DSCF1473;http://www.flickr.com/photos/metaphorge/366835053/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:35:59 GMT;15 Jan 2007 22:17:21 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3373;366833102;DSCF1469;http://www.flickr.com/photos/metaphorge/366833102/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:32:16 GMT;15 Jan 2007 22:16:32 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3374;366835525;DSCF1474;http://www.flickr.com/photos/metaphorge/366835525/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:37:05 GMT;15 Jan 2007 22:18:07 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3375;366834575;DSCF1472;http://www.flickr.com/photos/metaphorge/366834575/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org -;14;0;23 Jan 2007 09:35:02 GMT;15 Jan 2007 22:17:12 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3376;366836571;DSCF1477;http://www.flickr.com/photos/metaphorge/366836571/;16;European Trip Day 24 - Pariser Platz - Berlin - Germany - europe - european trip - brandenburger tor - by metaphorge - Friedrichstadt - Brandenburg Gate - statues - quadriga - geotagged - geo:lat=52.5163 - geo:lon=13.3780 - geo:tool=wiki.worldflicks.org;16;0;23 Jan 2007 09:39:14 GMT;15 Jan 2007 22:20:46 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378;52,5163;49503152969@N01;metaphorge;Fox Magrathea Circe;7365;17 Jan 2005 21:04:35 GMT;27 Sep 2002 15:46:20 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/2/buddyicons/49503152969@N01.jpg;TRUE;FALSE;309;88
3377;356841647;Brandenburger Tor;http://www.flickr.com/photos/peterfuchs/356841647/;16;Berlin - 2006 - Brandenburger Tor -;3;1;14 Jan 2007 12:46:46 GMT;22 Apr 2006 17:38:18 GMT;View from Chrysler Center towards Brandenburger Tor;;0;NA;NA;1;FALSE;FALSE;NA;13,375618;52,50928;24841463@N00;Peter Fuchs;Peter F.;1531;29 Jan 2006 17:34:41 GMT;31 Dec 2001 23:02:07 GMT;Soest, Germany;http://farm1.static.flickr.com/33/buddyicons/24841463@N00.jpg;TRUE;FALSE;122;37
3378;344227807;Berlin 2005;http://www.flickr.com/photos/webfraggle/344227807/;16;Berlin - Brandenburger Tor - geo:lat=52.516356 - geo:lon=13.378333 - geotagged -;5;0;3 Jan 2007 17:04:12 GMT;16 Jul 2005 09:54:01 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378333;52,516357;15995732@N00;webfraggle;Christoph Ketzler;3605;6 Dec 2006 21:18:40 GMT;3 Sep 2002 05:51:04 GMT;Fulda, Germany;http://farm1.static.flickr.com/134/buddyicons/15995732@N00.jpg;TRUE;FALSE;16;34
3379;338895251;Berlin;http://www.flickr.com/photos/pfannkuchen/338895251/;16;Deutschland - Germany - Berlin - Unter den Linden - Brandenburger Tor - Brandenburg Gate -;6;0;30 Dec 2006 22:12:47 GMT;22 Dec 2006 13:21:46 GMT;;;0;NA;NA;0;FALSE;FALSE;NA;13,377903;52,516342;60092561@N00;pfannkuchen;Matthew Phillips;225;23 Feb 2006 00:17:43 GMT;30 Jun 2005 22:00:00 GMT;Washington, DC;http://farm1.static.flickr.com/106/buddyicons/60092561@N00.jpg;TRUE;FALSE;20;3
3380;332130110;Der Rufer;http://www.flickr.com/photos/wrldvoyagr/332130110/;16;Strasse des 17. Juni -  monument -  Rufer -  statue -  Brandenburg Gate - Germany - Deutschland - Berlin - capital - Brandenburger Tor - Tor - Gerhard Marcks -;12;2;24 Dec 2006 21:28:18 GMT;26 Aug 2006 17:27:11 GMT;"Statue &quot;Der Rufer&quot; on Strasse des 17. Juni, near Brandenburg Gate in Berlin";;0;NA;NA;0;FALSE;FALSE;NA;13,37521;52,516163;39797037@N00;WrldVoyagr;;5619;24 Dec 2006 00:06:04 GMT;9 Jun 1986 11:00:00 GMT;Werther, Germany;http://farm1.static.flickr.com/149/buddyicons/39797037@N00.jpg;TRUE;FALSE;119;93
3381;332130423;Another Starbucks;http://www.flickr.com/photos/wrldvoyagr/332130423/;16;Brandenburg Gate -  Starbucks -  Brandenburger Tor - Tor - gate - Germany - Deutschland - coffee - Berlin - capital -;10;0;24 Dec 2006 21:28:42 GMT;26 Aug 2006 17:34:12 GMT;Starbucks at another prime location, across from Brandenburg Gate in Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,379706;52,516678;39797037@N00;WrldVoyagr;;5619;24 Dec 2006 00:06:04 GMT;9 Jun 1986 11:00:00 GMT;Werther, Germany;http://farm1.static.flickr.com/149/buddyicons/39797037@N00.jpg;TRUE;FALSE;119;93
3382;325326037;Night lit Berlin;http://www.flickr.com/photos/cunaldo/325326037/;16;germany - berlin - deutschland - night - nightshot - nightphoto - brandeburggate - brandenburg - brandenburgertor - lights - geo:lat=52.518159 - geo:lon=13.376058 - geotagged -;13;0;17 Dec 2006 22:21:16 GMT;14 Dec 2006 15:44:52 GMT;Evening time in Berlin.;;0;NA;NA;1;FALSE;FALSE;NA;13,376058;52,518158;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3383;325299433;Brandenburg gate at night;http://www.flickr.com/photos/cunaldo/325299433/;16;germany - berlin - deutschland - geotagged - brandenburg - nightshot - night - brandenburgertor - gate - tor - brandenburggate - pariserplatz - carlgotthard - nightphoto -;14;0;17 Dec 2006 21:56:09 GMT;13 Dec 2006 21:05:31 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,37874;52,5162;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3384;325300124;Pariser Platz by night;http://www.flickr.com/photos/cunaldo/325300124/;16;germany - berlin - deutschland - geotagged - night - nightshot - brandenburgertor - gate - tor - brandenburggate - brandenburg - pariserplatz - carlgotthard - nightphoto - poser -;15;0;17 Dec 2006 21:56:45 GMT;13 Dec 2006 21:09:19 GMT;Catherine posing.;;0;NA;NA;1;FALSE;FALSE;NA;13,37874;52,5162;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3385;325299679;Quadriga of victory;http://www.flickr.com/photos/cunaldo/325299679/;16;germany - berlin - deutschland - night - nightshot - brandenburgertor - gate - tor - brandenburggate - brandenburg - pariserplatz - carlgotthard - nightphoto - quadriga - geo:lat=52.516201 - geo:lon=13.37874 - geotagged -;17;0;17 Dec 2006 21:56:22 GMT;13 Dec 2006 21:06:46 GMT;"Berlin's <a href=""http://en.wikipedia.org/wiki/Quadriga"">Quadriga </a> on top of the Brandenburg gate.

<a href=""http://maps.google.com?q=52.516201,13.37874(Quadriga of victory)&amp;t=h"">See where this picture was taken.</a> <a href=""http://www.flickr.co";;0;NA;NA;1;FALSE;FALSE;NA;13,37874;52,5162;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3386;325299575;Brandenburg gate;http://www.flickr.com/photos/cunaldo/325299575/;16;germany - berlin - deutschland - geotagged - night - nightshot - brandenburgertor - gate - tor - brandenburggate - brandenburg - pariserplatz - carlgotthard - nightphoto - xmaslights - lights -;16;0;17 Dec 2006 21:56:16 GMT;13 Dec 2006 21:05:50 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,37874;52,5162;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3387;325288666;Brandenburg Gate;http://www.flickr.com/photos/cunaldo/325288666/;16;germany - berlin - deutschland - geotagged - brandenburg - brandenburggate - pariserplatz - brandenburgertor - carlgotthard - gate - tor - carlgotthardlanghans -;12;0;17 Dec 2006 21:46:37 GMT;13 Dec 2006 13:11:53 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378493;52,516422;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3388;325288797;Branderburger Tor;http://www.flickr.com/photos/cunaldo/325288797/;16;germany - berlin - deutschland - geotagged - brandenburgertor - gate - tor - brandenburggate - brandenburg - pariserplatz - carlgotthard - carlgotthardlanghans - tourists -;13;0;17 Dec 2006 21:46:44 GMT;13 Dec 2006 13:15:53 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,378493;52,516422;38425817@N00;AndyCunningham;;1720;17 Apr 2005 15:37:01 GMT;18 Nov 2000 15:37:01 GMT;;http://farm1.static.flickr.com/6/buddyicons/38425817@N00.jpg;TRUE;FALSE;55;67
3389;317624558;Europe Roll 4 05;http://www.flickr.com/photos/zemistor/317624558/;16;Europe - Germany - Berlin - 35mm - disposable camera - Tiergarten - Brandenburg Gate - Deutschland - Brandenburger Tor - Nikon Super Coolscan 5000 ED - Europa - Super Coolscan 5000 -;12;0;9 Dec 2006 07:11:32 GMT;24 Oct 1999 22:00:00 GMT;View looking down the Tiergarten towards the Brandenburg Gate;;0;NA;NA;3;FALSE;FALSE;NA;13,350952;52,514534;17065592@N00;zemistor;;13678;16 Sep 2005 06:00:32 GMT;31 Dec 1973 23:00:00 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/15/buddyicons/17065592@N00.jpg;TRUE;FALSE;42;287
3390;317624752;Europe Roll 4 07;http://www.flickr.com/photos/zemistor/317624752/;16;Europe - Germany - Berlin - 35mm - disposable camera - Brandenburg Gate - Fernsehturm - Reichstag - Siegessaeule - Deutschland - Brandenburger Tor - Nikon Super Coolscan 5000 ED - Europa - Super Coolscan 5000 -;14;0;9 Dec 2006 07:11:58 GMT;24 Oct 1999 22:00:00 GMT;View from the top of the Siegessaeule towards the Brandenburg Gate, the Reichstag and the Fernsehturm;;0;NA;NA;3;FALSE;FALSE;NA;13,35013;52,514484;17065592@N00;zemistor;;13678;16 Sep 2005 06:00:32 GMT;31 Dec 1973 23:00:00 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/15/buddyicons/17065592@N00.jpg;TRUE;FALSE;42;287
3391;316287636;Europe Roll 3 22;http://www.flickr.com/photos/zemistor/316287636/;16;Europe - Germany - Berlin - BrandenburgGate - PariserPlatz - 35mm - disposable camera - Deutschland - Brandenburger Tor - Nikon Super Coolscan 5000 ED - Europa - Super Coolscan 5000 -;12;0;7 Dec 2006 08:09:31 GMT;23 Oct 1999 22:00:00 GMT;Caro in the Pariser Platz;;0;NA;NA;3;FALSE;FALSE;NA;13,378502;52,516594;17065592@N00;zemistor;;13678;16 Sep 2005 06:00:32 GMT;31 Dec 1973 23:00:00 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/15/buddyicons/17065592@N00.jpg;TRUE;FALSE;42;287
3392;316287488;Europe Roll 3 20;http://www.flickr.com/photos/zemistor/316287488/;16;Europe - Germany - Berlin - 35mm - disposable camera - Brandenburg Gate - Deutschland - Brandenburger Tor - Nikon Super Coolscan 5000 ED - Europa - Super Coolscan 5000 -;11;0;7 Dec 2006 08:09:08 GMT;23 Oct 1999 22:00:00 GMT;Brandenburg Gate;;0;NA;NA;3;FALSE;FALSE;NA;13,377177;52,51636;17065592@N00;zemistor;;13678;16 Sep 2005 06:00:32 GMT;31 Dec 1973 23:00:00 GMT;San Francisco, CA, USA;http://farm1.static.flickr.com/15/buddyicons/17065592@N00.jpg;TRUE;FALSE;42;287
3393;313260620;Brandenburg Gate;http://www.flickr.com/photos/shortscouser/313260620/;16;Berlin - Brandenburg Gate - Brandenburger Tor -;3;0;3 Dec 2006 21:34:44 GMT;14 Oct 2006 12:50:17 GMT;Brandenburg Gate;;0;NA;NA;0;FALSE;FALSE;NA;13,378264;52,51633;75497011@N00;Peter Houghton;;171;20 Oct 2006 15:44:59 GMT;20 Aug 2006 14:31:05 GMT;;http://farm1.static.flickr.com/102/buddyicons/75497011@N00.jpg;FALSE;FALSE;4;9
3394;313259169;Minerva, Brandenburg Gate;http://www.flickr.com/photos/shortscouser/313259169/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Minerva -;4;0;3 Dec 2006 21:33:22 GMT;14 Oct 2006 12:51:51 GMT;Minerva, Brandenburg Gate;;0;NA;NA;0;FALSE;FALSE;NA;13,377673;52,516373;75497011@N00;Peter Houghton;;171;20 Oct 2006 15:44:59 GMT;20 Aug 2006 14:31:05 GMT;;http://farm1.static.flickr.com/102/buddyicons/75497011@N00.jpg;FALSE;FALSE;4;9
3395;313259881;Quadriga, Brandenburg Gate;http://www.flickr.com/photos/shortscouser/313259881/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Quadriga -;4;0;3 Dec 2006 21:34:03 GMT;14 Oct 2006 12:50:28 GMT;Quadriga, Brandenburg Gate;;0;NA;NA;0;FALSE;FALSE;NA;13,378264;52,51633;75497011@N00;Peter Houghton;;171;20 Oct 2006 15:44:59 GMT;20 Aug 2006 14:31:05 GMT;;http://farm1.static.flickr.com/102/buddyicons/75497011@N00.jpg;FALSE;FALSE;4;9
3396;313261277;Mars, Brandenburg Gate;http://www.flickr.com/photos/shortscouser/313261277/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Mars -;4;0;3 Dec 2006 21:35:20 GMT;14 Oct 2006 12:48:45 GMT;Mars, Brandenburg Gate;;0;NA;NA;0;FALSE;FALSE;NA;13,377716;52,51615;75497011@N00;Peter Houghton;;171;20 Oct 2006 15:44:59 GMT;20 Aug 2006 14:31:05 GMT;;http://farm1.static.flickr.com/102/buddyicons/75497011@N00.jpg;FALSE;FALSE;4;9
3397;310584686;Brandenburger Tor al atardecer;http://www.flickr.com/photos/freakyman/310584686/;16;Berlin - Brandenburger Tor - alemania - germany - Olympus - E-1 - 14-45mm - ZD - geo:lat=52.51621360577911 - geo:lon=13.37827533189975 - ge:tilt=1.745617783758752e-09 - ge:head=-94.72969818115233 - ge:range=120.9641506595647 - flickrfly - geotagged -;15;0;30 Nov 2006 22:21:09 GMT;22 Nov 2006 13:30:48 GMT;"La puerta de Brandeburgo desde Pariser Platz al atardecer.

<a href=""http://www.roblog.com/flickrfly.kml"">Vuela a este sitio</a>
(Necesitas <a href=""http://earth.google.com"">Google Earth</a>)";;0;NA;NA;3;FALSE;FALSE;NA;13,378322;52,516266;12459685@N00;freakyman;Santiago Atienza;326;22 Mar 2006 18:56:20 GMT;7 Jan 2004 11:12:09 GMT;Puerto de la Cruz, Spain;http://farm1.static.flickr.com/47/buddyicons/12459685@N00.jpg;TRUE;FALSE;52;35
3398;295451809;Brandenburger Tor b/w;http://www.flickr.com/photos/henningbulka/295451809/;16;berlin - brandenburger tor - brandenburg gate - brandenburg - gate -;5;0;12 Nov 2006 16:43:32 GMT;23 Oct 2006 15:59:33 GMT;;;0;NA;NA;1;FALSE;FALSE;NA;13,379169;52,516407;80912140@N00;henningbulka;Henning Bulka;2143;21 Nov 2005 20:19:54 GMT;30 May 2004 07:14:24 GMT;Herne, Germany;http://farm1.static.flickr.com/53/buddyicons/80912140@N00.jpg;TRUE;FALSE;54;78
3399;285709858;CDSC00002 (35);http://www.flickr.com/photos/honma/285709858/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;0;1 Nov 2006 13:50:52 GMT;29 Oct 2006 17:17:07 GMT;Das beleuchtete Brandenburger Tor.;;0;NA;NA;3;FALSE;FALSE;NA;13,378601;52,516357;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3400;285709630;CDSC00002 (34);http://www.flickr.com/photos/honma/285709630/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;0;1 Nov 2006 13:50:35 GMT;29 Oct 2006 17:15:25 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,379319;52,51664;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3401;285680435;ADSC00001 (38);http://www.flickr.com/photos/honma/285680435/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - Lampe - S?ñule - night -;7;0;1 Nov 2006 13:13:04 GMT;27 Oct 2006 17:11:20 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,37785;52,51623;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3402;285681338;ADSC00001 (41);http://www.flickr.com/photos/honma/285681338/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;0;1 Nov 2006 13:14:15 GMT;27 Oct 2006 17:14:27 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,379577;52,516422;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3403;285680126;ADSC00001 (37);http://www.flickr.com/photos/honma/285680126/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;1;1 Nov 2006 13:12:42 GMT;27 Oct 2006 17:09:08 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,378247;52,516342;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3404;285681956;ADSC00001 (43);http://www.flickr.com/photos/honma/285681956/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;0;1 Nov 2006 13:14:59 GMT;27 Oct 2006 17:17:43 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,378708;52,516834;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3405;285682605;ADSC00001 (45);http://www.flickr.com/photos/honma/285682605/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - Quadriga - night -;6;0;1 Nov 2006 13:15:43 GMT;27 Oct 2006 17:20:32 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,378204;52,516735;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3406;285681657;ADSC00001 (42);http://www.flickr.com/photos/honma/285681657/;16;Berlin - festival of lights - Nacht - Brandenburger Tor - night -;5;0;1 Nov 2006 13:14:37 GMT;27 Oct 2006 17:17:03 GMT;;;0;NA;NA;3;FALSE;FALSE;NA;13,379287;52,516815;56593651@N00;honma;Tamio Honma;7996;1 Jul 2006 23:36:12 GMT;31 Dec 1982 23:00:00 GMT;Berlin, Germany;http://farm1.static.flickr.com/66/buddyicons/56593651@N00.jpg;TRUE;FALSE;118;89
3407;282873181;Festival of Lights;http://www.flickr.com/photos/nico78/282873181/;16;Berlin - Festival of Lights - Brandenburger Tor - geo:lat=52.516169 - geo:lon=13.376627 - geotagged -;6;0;29 Oct 2006 23:40:37 GMT;29 Oct 2006 23:29:42 GMT;"<a href=""http://maps.google.com?q=52.516168632767155,13.376626968383789(Festival of Lights)&amp;t=h"">See where this picture was taken</a> <a href=""http://www.flickr.com/groups/geotagging/discuss/72157594165549916/"">[?]</a>";;0;NA;NA;3;FALSE;FALSE;NA;13,376627;52,51617;78552069@N00;nico78;Nico;200;28 Mar 2011 22:57:42 GMT;21 Mar 2011 12:34:16 GMT;New York, USA;http://farm1.static.flickr.com/11/buddyicons/78552069@N00.jpg;FALSE;FALSE;31;1
3408;282871379;Festival of Lights;http://www.flickr.com/photos/nico78/282871379/;16;Berlin - Festival of Lights - Brandenburger Tor - geo:lat=52.516247 - geo:lon=13.378 - geotagged -;6;0;29 Oct 2006 23:38:46 GMT;29 Oct 2006 23:15:09 GMT;"<a href=""http://maps.google.com?q=52.516246979489246,13.378000259399414(Festival of Lights)&amp;t=h"">See where this picture was taken</a> <a href=""http://www.flickr.com/groups/geotagging/discuss/72157594165549916/"">[?]</a>";;0;NA;NA;3;FALSE;FALSE;NA;13,378;52,516247;78552069@N00;nico78;Nico;200;28 Mar 2011 22:57:42 GMT;21 Mar 2011 12:34:16 GMT;New York, USA;http://farm1.static.flickr.com/11/buddyicons/78552069@N00.jpg;FALSE;FALSE;31;1
3409;278900353;Brandenburg Gate from the West;http://www.flickr.com/photos/posti8/278900353/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Cold War - Europe - Germany -;6;1;25 Oct 2006 07:05:48 GMT;2 Jan 2005 03:00:03 GMT;"I can almost hear Hasselhoff singing &quot;Looking for Freedom&quot;. Oddly enough the song playing as I walked through the iconic symbol of the Cold War was &quot;Karma chameleon&quot;.";;0;NA;NA;0;FALSE;FALSE;NA;13,377817;52,516247;41073876@N00;Posti8;Nick Postorino;3097;6 Oct 2006 23:28:02 GMT;31 Dec 1979 23:00:46 GMT;Seattle, WA, USA;http://farm1.static.flickr.com/88/buddyicons/41073876@N00.jpg;TRUE;FALSE;16;120
3410;278900430;Brandenburg Gate from the East;http://www.flickr.com/photos/posti8/278900430/;16;Berlin - Brandenburg Gate - Brandenburger Tor - Cold War - East Berlin - East Germany - Europe - Germany -;8;0;25 Oct 2006 07:06:03 GMT;2 Jan 2005 03:00:02 GMT;Welcome to East Berlin;;0;NA;NA;0;FALSE;FALSE;NA;13,377817;52,516247;41073876@N00;Posti8;Nick Postorino;3097;6 Oct 2006 23:28:02 GMT;31 Dec 1979 23:00:46 GMT;Seattle, WA, USA;http://farm1.static.flickr.com/88/buddyicons/41073876@N00.jpg;TRUE;FALSE;16;120
